"product_id","store_id","date","sales","revenue","stock","price","promo_type_1","promo_bin_1","promo_type_2","promo_bin_2","promo_discount_2","promo_discount_type_2","product_length","product_depth","product_width","cluster_id","hierarchy1_id","hierarchy2_id","hierarchy3_id","hierarchy4_id","hierarchy5_id","storetype_id","store_size","city_id"
"P0286","S0051","2018-05-25","0","0","3","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",39,"C027"
"P0286","S0052","2018-05-25","0","0","27","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",17,"C014"
"P0286","S0053","2018-05-25","0","0","8","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",11,"C031"
"P0286","S0054","2018-05-25","0","0","30","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",15,"C022"
"P0286","S0055","2018-05-25","0","0","2","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",24,"C014"
"P0286","S0056","2018-05-25","0","0","127","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",42,"C015"
"P0286","S0058","2018-05-25","1","1.06","76","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",17,"C014"
"P0286","S0059","2018-05-25","1","1.06","154","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",15,"C014"
"P0286","S0060","2018-05-25","0","0","34","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",25,"C029"
"P0286","S0061","2018-05-25","0","0","21","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",35,"C019"
"P0286","S0062","2018-05-25","8","8.52","219","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",47,"C014"
"P0286","S0063","2018-05-25","0","0","71","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",23,"C033"
"P0286","S0064","2018-05-25","0","0","32","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",17,"C026"
"P0286","S0065","2018-05-25","1","1.06","25","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST02",41,"C036"
"P0286","S0066","2018-05-25","0","0","6","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",47,"C033"
"P0286","S0067","2018-05-25","0","0","36","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",16,"C014"
"P0286","S0068","2018-05-25","0","0","52","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",14,"C003"
"P0286","S0069","2018-05-25","0","0","18","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST02",18,"C031"
"P0286","S0070","2018-05-25","0","0","49","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",24,"C030"
"P0286","S0072","2018-05-25","0","0","86",NULL,"PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",29,"C014"
"P0286","S0073","2018-05-25","0","0","14","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",19,"C014"
"P0286","S0074","2018-05-25","0","0","18","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",12,"C022"
"P0286","S0075","2018-05-25","0","0","9","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",12,"C024"
"P0286","S0076","2018-05-25","0","0","29","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",11,"C014"
"P0286","S0077","2018-05-25","0","0","19","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",12,"C014"
"P0286","S0078","2018-05-25","0","0","24","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",19,"C036"
"P0286","S0080","2018-05-25","1","1.06","25","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",14,"C014"
"P0286","S0081","2018-05-25","4","4.26","19",NULL,"PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",15,"C022"
"P0286","S0082","2018-05-25","0","0","25","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",23,"C024"
"P0286","S0083","2018-05-25","1","1.06","20","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",23,"C010"
"P0286","S0084","2018-05-25","0","0","56","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",19,"C022"
"P0286","S0085","2018-05-25","3","3.19","323","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST01",60,"C014"
"P0286","S0086","2018-05-25","0","0","71","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",12,"C003"
"P0286","S0087","2018-05-25","0","0","23","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",23,"C031"
"P0286","S0088","2018-05-25","2","2.13","31","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",20,"C009"
"P0286","S0089","2018-05-25","0","0","7","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",18,"C014"
"P0286","S0090","2018-05-25","0","0","9","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST02",28,"C036"
"P0286","S0091","2018-05-25","0","0","23","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",19,"C013"
"P0286","S0093","2018-05-25","0","0","45","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",16,"C022"
"P0286","S0094","2018-05-25","3","3.19","50","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",45,"C006"
"P0286","S0095","2018-05-25","2","2.13","41","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST02",44,"C014"
"P0286","S0096","2018-05-25","0","0","95","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",30,"C029"
"P0286","S0097","2018-05-25","1","1.06","183","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",45,"C014"
"P0286","S0098","2018-05-25","0","0","32",NULL,"PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",15,"C022"
"P0286","S0099","2018-05-25","0","0","21","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",14,"C014"
"P0286","S0100","2018-05-25","0","0","24","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",18,"C030"
"P0286","S0101","2018-05-25","0","0","47","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",30,"C026"
"P0286","S0102","2018-05-25","2","2.13","70","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",27,"C018"
"P0286","S0103","2018-05-25","0","0","26","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",22,"C022"
"P0286","S0104","2018-05-25","0","0","118","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",47,"C002"
"P0286","S0105","2018-05-25","0","0","8","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",25,"C032"
"P0286","S0106","2018-05-25","0","0","19","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",21,"C031"
"P0286","S0107","2018-05-25","0","0","37","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",19,"C014"
"P0286","S0108","2018-05-25","1","1.06","199","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",35,"C016"
"P0286","S0110","2018-05-25","0","0","110","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",40,"C025"
"P0286","S0111","2018-05-25","0","0","15",NULL,"PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",17,"C022"
"P0286","S0112","2018-05-25","0","0","131",NULL,"PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",46,"C031"
"P0286","S0113","2018-05-25","0","0","70","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",25,"C024"
"P0286","S0114","2018-05-25","0","0","17","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",15,"C020"
"P0286","S0115","2018-05-25","0","0","158","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",45,"C020"
"P0286","S0116","2018-05-25","0","0","29","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",15,"C031"
"P0286","S0117","2018-05-25","0","0","16","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",17,"C031"
"P0286","S0118","2018-05-25","0","0","24","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",20,"C023"
"P0286","S0119","2018-05-25","0","0","3","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",15,"C031"
"P0286","S0120","2018-05-25","0","0","14","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",16,"C014"
"P0286","S0121","2018-05-25","0","0","11",NULL,"PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",18,"C022"
"P0286","S0122","2018-05-25","2","2.13","15","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",23,"C008"
"P0286","S0123","2018-05-25","1","1.06","63","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",20,"C021"
"P0286","S0124","2018-05-25","0","0","21","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",15,"C030"
"P0286","S0125","2018-05-25","0","0","50","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",24,"C022"
"P0286","S0126","2018-05-25","3","3.19","46","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST04",34,"C014"
"P0286","S0127","2018-05-25","0","0","24","1.15","PR14",NULL,"PR03",NULL,NULL,NULL,"4.5","13.0","9.0","cluster_3","H00","H0001","H000101","H00010105","H0001010501","ST03",8,"C029"
